,region,week_last_day,epidemiological_week,total_inhabitants,last_available_confirmed,last_available_deaths,new_week_cases,new_week_deaths,prevalence,mortality,lethality,incidence_cases,incidence_deaths,cases_growth_factor,deaths_growth_factor,new_week_cases_mm,new_week_deaths_mm,incidence_cases_mm,incidence_deaths_mm
0,Brasil,09/01/2021,1,211755691.6839929,8081091,202769,361767,6935,3816.233195780904,95.75610383242784,2.5091785255233483,170.84168889300594,3.275000518214752,0.0,0.0,361767,6935,170.84168889300594,3.275000518214752
1,Brasil,29/02/2020,9,211755691.6839929,2,0,2,0,0.0009444846483676286,0.0,0.0,0.0009444846483676286,0.0,5.52842022627824e-06,0.0,2,0,0.0009444846483676286,0.0
2,Brasil,07/03/2020,10,211755691.6839929,19,0,17,0,0.008972604159492472,0.0,0.0,0.008028119511124842,0.0,8.5,0.0,120595,2311,56.95022049905514,1.0916668394049174
3,Brasil,14/03/2020,11,211755691.6839929,136,0,117,0,0.06422495608899874,0.0,0.0,0.055252351929506276,0.0,6.882352941176471,0.0,45,0,0.021408318696332918,0.0
4,Brasil,21/03/2020,12,211755691.6839929,1132,18,996,18,0.5345783109760778,0.008500361835308657,1.5901060070671376,0.470353354887079,0.008500361835308657,8.512820512820513,0.0,376,6,0.1778779421092367,0.002833453945102886
5,Brasil,28/03/2020,13,211755691.6839929,3953,115,2821,97,1.8667739074986178,0.05430786728113864,2.9091828990640023,1.33219559652254,0.04580750544582999,2.8323293172690764,5.388888888888889,1311,38,0.6192671011130418,0.018102622427046217
6,Brasil,04/04/2020,14,211755691.6839929,10381,445,6428,330,4.902347567352177,0.21014783426179737,4.286677584047779,3.0355736598535583,0.15583996698065872,2.2786246012052462,3.402061855670103,3415,148,1.6127075370877257,0.07004927808726578
7,Brasil,11/04/2020,15,211755691.6839929,20991,1141,10610,696,9.912838626942445,0.538828491893732,5.435662903148969,5.01049105959027,0.32868065763193477,1.6505911636589918,2.109090909090909,6619,374,3.1260867719887897,0.17677604335280783
8,Brasil,18/04/2020,16,211755691.6839929,37175,2375,16184,1234,17.555608401533295,1.121575519936559,6.388702084734364,7.6427697745908505,0.5827470280428269,1.525353440150801,1.7729885057471264,11074,753,5.229611498011559,0.35575588421847343
9,Brasil,25/04/2020,17,211755691.6839929,59506,4074,22331,1699,28.101251742882052,1.9239152287248595,6.846368433435283,10.545643341348757,0.8023397087883005,1.379819574888779,1.3768233387358184,16375,1209,7.732968058509958,0.5712557981543541
